ตลาดส่งออก 5000 อันดับแรกของไทยรายสินค้า,,,,,,,,,,,,
ทุกสินค้า,,,,,,,,,,,,
,มูลค่า : ล้านบาท,,,,อัตราขยายตัว (%),,,,สัดส่วน (%),,,
  -  หมู่เกาะเวอร์จิน(สหรัฐ),10.44,23.08,23.08,24.36,-70.99,121.06,121.06,5.56,0.00,0.00,0.00,0.00
  -  หมู่เกาะดุก,27.03,25.70,25.70,23.17,-34.34,-4.91,-4.91,-9.84,0.00,0.00,0.00,0.00
  -  แอนติกัวและบาร์บูดา,58.06,31.13,31.13,20.82,-48.38,-46.38,-46.38,-33.13,0.00,0.00,0.00,0.00
  -  ยูโกสลาเวีย,18.52,15.58,15.58,19.33,-22.67,-15.88,-15.88,24.07,0.00,0.00,0.00,0.00
  -  คีร์กิซสถาน,43.73,114.97,114.97,18.09,50.71,162.92,162.92,-84.26,0.00,0.00,0.00,0.00
  -  แอฟริกากลาง,95.78,6.02,6.02,16.34,"3,002.86",-93.71,-93.71,171.27,0.00,0.00,0.00,0.00
  -  เซนต์คิตส์และเนวิส,15.93,26.53,26.53,15.83,-69.64,66.57,66.57,-40.35,0.00,0.00,0.00,0.00
  -  ซาฮาร่าตะวันตก,,,,15.29,,,,,,,,0.00
  -  ปาลัว,20.26,18.42,18.42,14.53,-21.06,-9.08,-9.08,-21.11,0.00,0.00,0.00,0.00
  -  อเมริกันซามัวร์,456.37,38.16,38.16,14.23,-38.72,-91.64,-91.64,-62.72,0.01,0.00,0.00,0.00
  -  หมู่เกาะเคย์แมน,42.64,14.37,14.37,12.55,-53.52,-66.30,-66.30,-12.68,0.00,0.00,0.00,0.00
  -  อันดอร์รา,14.76,43.72,43.72,12.36,-81.12,196.28,196.28,-71.72,0.00,0.00,0.00,0.00
  -  หมู่เกาะวาลลิสและฟุตูนา,16.27,22.07,22.07,11.77,-64.06,35.65,35.65,-46.68,0.00,0.00,0.00,0.00
  -  เซาโตเมและปรินซิเป,4.98,5.45,5.45,11.58,11.67,9.49,9.49,112.31,0.00,0.00,0.00,0.00
  -  โตกีลู,1.13,0.46,0.46,11.09,75.18,-59.34,-59.34,"2,307.69",0.00,0.00,0.00,0.00
  -  เซนต์วินเซนต์,6.84,9.37,9.37,8.61,-74.11,37.08,37.08,-8.16,0.00,0.00,0.00,0.00
  -  ตูวาลู,0.62,1.45,1.45,5.71,-67.76,135.42,135.42,293.36,0.00,0.00,0.00,0.00
  -  เฟรนซ์แปซิฟิก,0.88,2.20,2.20,4.47,,150.21,150.21,103.19,0.00,0.00,0.00,0.00
  -  กรีนแลนด์ (เดนมาร์ก),1.96,2.17,2.17,4.29,-71.46,10.81,10.81,97.38,0.00,0.00,0.00,0.00
  -  เลโซโท,6.65,4.13,4.13,4.15,39.62,-37.89,-37.89,0.53,0.00,0.00,0.00,0.00
  -  ซาอีร์,7.25,15.80,15.80,4.03,18.72,117.84,117.84,-74.52,0.00,0.00,0.00,0.00
  -  เซ็นต์เฮน่า,3.53,0.78,0.78,3.89,-1.28,-78.03,-78.03,401.60,0.00,0.00,0.00,0.00
  -  ยิบรอลตาร์,4.40,4.58,4.58,3.63,-65.36,3.95,3.95,-20.77,0.00,0.00,0.00,0.00
  -  นครวาติกัน,3.29,,,3.31,222.91,,,,0.00,,,0.00
  -  หมู่เกาะเติร์กและไกโกส,0.72,0.08,0.08,1.25,-94.51,-89.32,-89.32,"1,524.81",0.00,0.00,0.00,0.00
  -  หมู่เกาะเฮิร์ทและแมคโดแนล,0.01,0.10,0.10,0.95,,798.17,798.17,874.97,0.00,0.00,0.00,0.00
  -  ซานมารีโน,1.45,1.37,1.37,0.57,-18.37,-5.80,-5.80,-58.67,0.00,0.00,0.00,0.00
  -  นาอูรู,,0.33,0.33,0.52,,,,57.77,,0.00,0.00,0.00
  -  นีอูเอ,0.09,,,0.22,-79.59,,,,0.00,,,0.00
  -  แองกิลลา,0.04,,,0.03,,,,,0.00,,,0.00
  -  หมู่เกาะฟิตแคร์น,,,,0.00,,,,,,,,0.00
  -  หมู่เกาะแฟโร (เดนมาร์ก),1.53,,,0.00,8.75,,,,0.00,,,0.00
รวม 5000 รายการ,"5,194,591.79","6,113,330.56","6,113,330.56","6,707,989.46",-11.22,17.69,17.69,9.73,100.00,100.00,100.00,100.00
อื่น ๆ,4.94,4.96,4.96,0.00,-24.71,.41,.41,-100.00,0.00,0.00,0.00,0.00
รวมทั้งสิ้น,"5,194,596.73","6,113,335.52","6,113,335.52","6,707,989.46",-11.22,17.69,17.69,9.73,100.00,100.00,100.00,100.00
  ที่มา : ศูนย์เทคโนโลยีสารสนเทศและการสื่อสาร สำนักงานปลัดกระทรวงพาณิชย์ โดยความร่วมมือจากกรมศุลกากร,,,,,,,,,,,,
