ตลาดส่งออก 5000 อันดับแรกของไทยรายสินค้า,,,,,,,,,,,,
ทุกสินค้า,,,,,,,,,,,,
,มูลค่า : ล้านบาท,,,,อัตราขยายตัว (%),,,,สัดส่วน (%),,,
  -  หมู่เกาะเวอร์จิน (อังกฤษ),45.68,16.67,16.67,31.69,9.16,-63.50,-63.50,90.08,0.00,0.00,0.00,0.00
  -  แอนติกัวและบาร์บูดา,112.47,58.06,58.06,31.13,-42.88,-48.38,-48.38,-46.38,0.00,0.00,0.00,0.00
  -  เซนต์คิตส์และเนวิส,52.47,15.93,15.93,26.53,25.07,-69.64,-69.64,66.57,0.00,0.00,0.00,0.00
  -  หมู่เกาะดุก,41.16,27.03,27.03,25.70,-11.79,-34.34,-34.34,-4.91,0.00,0.00,0.00,0.00
  -  หมู่เกาะเวอร์จิน(สหรัฐ),36.00,10.44,10.44,23.08,39.36,-70.99,-70.99,121.06,0.00,0.00,0.00,0.00
  -  หมู่เกาะวาลลิสและฟุตูนา,45.27,16.27,16.27,22.07,-23.67,-64.06,-64.06,35.65,0.00,0.00,0.00,0.00
  -  ปาลัว,25.67,20.26,20.26,18.42,-20.04,-21.06,-21.06,-9.08,0.00,0.00,0.00,0.00
  -  ซาอีร์,6.11,7.25,7.25,15.80,314.31,18.72,18.72,117.84,0.00,0.00,0.00,0.00
  -  ยูโกสลาเวีย,23.95,18.52,18.52,15.58,-15.31,-22.67,-22.67,-15.88,0.00,0.00,0.00,0.00
  -  หมู่เกาะเคย์แมน,91.74,42.64,42.64,14.37,-36.18,-53.52,-53.52,-66.30,0.00,0.00,0.00,0.00
  -  มอลโดวา,14.20,14.84,14.84,12.63,44.89,4.53,4.53,-14.90,0.00,0.00,0.00,0.00
  -  เซนต์วินเซนต์,26.41,6.84,6.84,9.37,65.00,-74.11,-74.11,37.08,0.00,0.00,0.00,0.00
  -  เอริเทรีย,28.44,1.40,1.40,8.01,565.91,-95.07,-95.07,471.60,0.00,0.00,0.00,0.00
  -  แอฟริกากลาง,3.09,95.78,95.78,6.02,-91.18,"3,002.86","3,002.86",-93.71,0.00,0.00,0.00,0.00
  -  เซาโตเมและปรินซิเป,4.46,4.98,4.98,5.45,-60.30,11.67,11.67,9.49,0.00,0.00,0.00,0.00
  -  ยิบรอลตาร์,12.71,4.40,4.40,4.58,77.26,-65.36,-65.36,3.95,0.00,0.00,0.00,0.00
  -  หมู่เกาะนอร์ฟอล์ก,0.86,0.30,0.30,4.50,-94.91,-65.02,-65.02,"1,390.37",0.00,0.00,0.00,0.00
  -  เลโซโท,4.76,6.65,6.65,4.13,21.26,39.62,39.62,-37.89,0.00,0.00,0.00,0.00
  -  เฟรนซ์แปซิฟิก,,0.88,0.88,2.20,,,,150.21,,0.00,0.00,0.00
  -  กรีนแลนด์ (เดนมาร์ก),6.87,1.96,1.96,2.17,321.60,-71.46,-71.46,10.81,0.00,0.00,0.00,0.00
  -  ตูวาลู,1.91,0.62,0.62,1.45,9.82,-67.76,-67.76,135.42,0.00,0.00,0.00,0.00
  -  ซานมารีโน,1.78,1.45,1.45,1.37,567.70,-18.37,-18.37,-5.80,0.00,0.00,0.00,0.00
  -  เซ็นต์เฮน่า,3.58,3.53,3.53,0.78,-72.27,-1.28,-1.28,-78.03,0.00,0.00,0.00,0.00
  -  โตกีลู,0.65,1.13,1.13,0.46,-84.53,75.18,75.18,-59.34,0.00,0.00,0.00,0.00
  -  นาอูรู,,,,0.33,,,,,,,,0.00
  -  บริติชอินเดียนโอเชียน,,3.61,3.61,0.24,,,,-93.26,,0.00,0.00,0.00
  -  มอนต์เซอร์รัต,5.49,0.84,0.84,0.11,409.94,-84.70,-84.70,-86.45,0.00,0.00,0.00,0.00
  -  หมู่เกาะเฮิร์ทและแมคโดแนล,,0.01,0.01,0.10,,,,798.17,,0.00,0.00,0.00
  -  หมู่เกาะคริสต์มาส,,,,0.09,,,,,,,,0.00
  -  หมู่เกาะเติร์กและไกโกส,13.13,0.72,0.72,0.08,"14,299.34",-94.51,-94.51,-89.32,0.00,0.00,0.00,0.00
  -  หมู่เกาะฟอล์กแลนด์ (มัลวีนัส),0.20,0.00,0.00,0.01,-96.73,-98.42,-98.42,212.50,0.00,0.00,0.00,0.00
รวม 5000 รายการ,"5,846,582.30","5,194,518.15","5,194,518.15","6,113,335.52",10.27,-11.15,-11.15,17.69,99.92,100.00,100.00,100.00
อื่น ๆ,"4,788.85",78.58,78.58,0.00,"4,175.49",-98.36,-98.36,-100.00,0.08,0.00,0.00,0.00
รวมทั้งสิ้น,"5,851,371.14","5,194,596.73","5,194,596.73","6,113,335.52",10.36,-11.22,-11.22,17.69,100.00,100.00,100.00,100.00
  ที่มา : ศูนย์เทคโนโลยีสารสนเทศและการสื่อสาร สำนักงานปลัดกระทรวงพาณิชย์ โดยความร่วมมือจากกรมศุลกากร,,,,,,,,,,,,
