ตลาดส่งออก 5000 อันดับแรกของไทยรายสินค้า,,,,,,,,,,,,
ทุกสินค้า,,,,,,,,,,,,
,มูลค่า : ล้านบาท,,,,อัตราขยายตัว (%),,,,สัดส่วน (%),,,
  -  คอโมรอส,96.61,24.81,24.81,53.59,-14.09,-74.32,-74.32,115.97,0.00,0.00,0.00,0.00
  -  หมู่เกาะดุก,42.14,49.02,49.02,51.00,81.83,16.33,16.33,4.03,0.00,0.00,0.00,0.00
  -  เซาโตเมและปรินซิเป,13.25,2.48,2.48,45.41,14.42,-81.27,-81.27,"1,730.69",0.00,0.00,0.00,0.00
  -  หมู่เกาะมาร์แชล,37.02,32.87,32.87,45.38,45.72,-11.22,-11.22,38.08,0.00,0.00,0.00,0.00
  -  เฟรนช์เกียนา,57.52,49.69,49.69,42.17,28.94,-13.62,-13.62,-15.13,0.00,0.00,0.00,0.00
  -  กินี-บิสเซา,29.63,10.89,10.89,41.97,-71.47,-63.26,-63.26,285.52,0.00,0.00,0.00,0.00
  -  เลโซโท,2.57,23.48,23.48,41.26,-38.07,812.95,812.95,75.70,0.00,0.00,0.00,0.00
  -  SOUTH SUDAN,4.39,14.87,14.87,35.84,,238.63,238.63,141.02,0.00,0.00,0.00,0.00
  -  หมู่เกาะเคย์แมน,29.29,27.19,27.19,31.22,133.41,-7.17,-7.17,14.83,0.00,0.00,0.00,0.00
  -  บุรุนดี,33.71,26.95,26.95,30.66,-7.38,-20.06,-20.06,13.80,0.00,0.00,0.00,0.00
  -  เซนต์วินเซนต์,15.93,11.27,11.27,29.62,85.09,-29.24,-29.24,162.75,0.00,0.00,0.00,0.00
  -  เกาะมาเรียนาเหนือ,47.49,36.26,36.26,27.52,23.96,-23.65,-23.65,-24.11,0.00,0.00,0.00,0.00
  -  บอตสวานา,28.84,133.58,133.58,25.95,-74.48,363.21,363.21,-80.57,0.00,0.00,0.00,0.00
  -  หมู่เกาะวาลลิสและฟุตูนา,17.27,36.93,36.93,23.13,46.76,113.82,113.82,-37.38,0.00,0.00,0.00,0.00
  -  มอลโดวา,13.03,17.54,17.54,20.80,-58.50,34.63,34.63,18.61,0.00,0.00,0.00,0.00
  -  ปาลัว,24.53,24.79,24.79,18.94,68.80,1.08,1.08,-23.60,0.00,0.00,0.00,0.00
  -  แอฟริกากลาง,18.36,6.51,6.51,15.66,12.35,-64.51,-64.51,140.35,0.00,0.00,0.00,0.00
  -  SAINT MARTIN (FRENCH PART),,7.05,7.05,13.91,,,,97.25,,0.00,0.00,0.00
  -  ยิบรอลตาร์,3.41,11.15,11.15,10.98,-5.98,227.03,227.03,-1.52,0.00,0.00,0.00,0.00
  -  หมู่เกาะเวอร์จิน(สหรัฐ),37.90,69.81,69.81,7.97,55.58,84.17,84.17,-88.58,0.00,0.00,0.00,0.00
  -  ตูวาลู,8.94,3.97,3.97,7.73,56.56,-55.63,-55.63,94.94,0.00,0.00,0.00,0.00
  -  อันดอร์รา,7.55,5.13,5.13,6.27,-38.89,-32.06,-32.06,22.18,0.00,0.00,0.00,0.00
  -  นาอูรู,1.36,4.27,4.27,5.51,163.05,213.50,213.50,29.05,0.00,0.00,0.00,0.00
  -  ยูเอส ไมเนอร์,253.95,1.26,1.26,5.07,12.51,-99.50,-99.50,301.67,0.00,0.00,0.00,0.00
  -  เกาะเซนต์มาร์ติน,,0.75,0.75,4.91,,,,556.71,,0.00,0.00,0.00
  -  นครวาติกัน,14.35,6.70,6.70,4.80,333.03,-53.31,-53.31,-28.36,0.00,0.00,0.00,0.00
  -  หมู่เกาะนอร์ฟอล์ก,0.00,,,4.74,,,,,0.00,,,0.00
  -  เซนต์บาร์เธเลมี,,1.70,1.70,3.29,,,,93.44,,0.00,0.00,0.00
  -  โตกีลู,3.43,0.04,0.04,3.13,-69.03,-98.90,-98.90,"8,147.76",0.00,0.00,0.00,0.00
  -  มอนต์เซอร์รัต,3.01,,,2.44,,,,,0.00,,,0.00
  -  ยูโกสลาเวีย,3.04,1.66,1.66,2.08,-84.30,-45.24,-45.24,25.13,0.00,0.00,0.00,0.00
  -  เฟรนซ์แปซิฟิก,2.30,3.02,3.02,1.95,-48.54,31.09,31.09,-35.29,0.00,0.00,0.00,0.00
  -  หมู่เกาะเติร์กและไกโกส,2.06,4.63,4.63,1.92,64.77,124.59,124.59,-58.52,0.00,0.00,0.00,0.00
  -  หมู่เกาะฟอล์กแลนด์ (มัลวีนัส),,,,1.90,,,,,,,,0.00
  -  JERSEY,,1.73,1.73,1.48,,,,-14.47,,0.00,0.00,0.00
  -  หมู่เกาะโคโคส,0.05,0.62,0.62,1.23,,"1,059.63","1,059.63",98.74,0.00,0.00,0.00,0.00
  -  เซ็นต์เฮน่า,1.56,5.47,5.47,1.07,-60.07,251.43,251.43,-80.45,0.00,0.00,0.00,0.00
  -  กรีนแลนด์ (เดนมาร์ก),0.81,1.33,1.33,1.05,-81.22,64.88,64.88,-21.22,0.00,0.00,0.00,0.00
  -  ซานมารีโน,0.52,0.82,0.82,0.80,-8.92,59.71,59.71,-2.73,0.00,0.00,0.00,0.00
  -  หมู่เกาะคริสต์มาส,,,,0.73,,,,,,,,0.00
  -  บริติชอินเดียนโอเชียน,0.02,,,0.67,,,,,0.00,,,0.00
  -  นีอูเอ,0.37,0.00,0.00,0.58,66.53,-100.00,-100.00,,0.00,0.00,0.00,0.00
"  -  BONAIRE,SAINT EUSTATIUS AND SABA",,0.22,0.22,0.55,,,,157.02,,0.00,0.00,0.00
  -  ซาฮาร่าตะวันตก,,0.91,0.91,0.42,,,,-53.69,,0.00,0.00,0.00
  -  หมู่เกาะแฟโร (เดนมาร์ก),0.53,0.12,0.12,0.41,"13,876.32",-76.71,-76.71,228.54,0.00,0.00,0.00,0.00
  -  GUERNSEY,,3.48,3.48,0.15,,,,-95.75,,0.00,0.00,0.00
  -  แองกิลลา,0.04,0.42,0.42,0.14,9.51,"1,007.89","1,007.89",-66.65,0.00,0.00,0.00,0.00
  -  ISLE OF MAN,,8.73,8.73,0.03,,,,-99.71,,0.00,0.00,0.00
รวม 5000 รายการ,"7,077,734.54","6,909,541.75","6,909,541.75","7,311,089.00",5.51,-2.38,-2.38,5.81,100.00,100.00,100.00,100.00
อื่น ๆ,27.61,2.16,2.16,0.00,453.87,-92.19,-92.19,-100.03,0.00,0.00,0.00,0.00
รวมทั้งสิ้น,"7,077,762.15","6,909,543.90","6,909,543.90","7,311,089.00",5.51,-2.38,-2.38,5.81,100.00,100.00,100.00,100.00
  ที่มา : ศูนย์เทคโนโลยีสารสนเทศและการสื่อสาร สำนักงานปลัดกระทรวงพาณิชย์ โดยความร่วมมือจากกรมศุลกากร,,,,,,,,,,,,
