ตลาดส่งออก 5000 อันดับแรกของไทยรายสินค้า,,,,,,,,,,,,
ทุกสินค้า,,,,,,,,,,,,
,มูลค่า : ล้านบาท,,,,อัตราขยายตัว (%),,,,สัดส่วน (%),,,
  -  เฟรนช์เกียนา,42.17,31.63,31.63,42.14,-15.13,-25.00,-25.00,33.24,0.00,0.00,0.00,0.00
  -  SOUTH SUDAN,35.84,97.06,97.06,38.45,141.02,170.85,170.85,-60.39,0.00,0.00,0.00,0.00
  -  เซนต์วินเซนต์,29.62,22.78,22.78,34.18,162.75,-23.08,-23.08,50.01,0.00,0.00,0.00,0.00
  -  หมู่เกาะแฟโร (เดนมาร์ก),0.41,0.65,0.65,32.39,228.54,60.43,60.43,"4,867.85",0.00,0.00,0.00,0.00
  -  ชาด,83.88,80.45,80.45,31.60,187.95,-4.09,-4.09,-60.73,0.00,0.00,0.00,0.00
  -  เกาะมาเรียนาเหนือ,27.52,28.32,28.32,29.39,-24.11,2.92,2.92,3.76,0.00,0.00,0.00,0.00
  -  บุรุนดี,30.66,19.02,19.02,26.85,13.80,-37.99,-37.99,41.19,0.00,0.00,0.00,0.00
  -  ทาจิกิสถาน,69.31,32.56,32.56,26.53,20.18,-53.02,-53.02,-18.53,0.00,0.00,0.00,0.00
  -  ปาลัว,18.94,27.58,27.58,25.50,-23.60,45.62,45.62,-7.56,0.00,0.00,0.00,0.00
  -  SAINT MARTIN (FRENCH PART),13.91,8.73,8.73,25.25,97.25,-37.28,-37.28,189.34,0.00,0.00,0.00,0.00
  -  กินี-บิสเซา,41.97,135.92,135.92,24.59,285.52,223.88,223.88,-81.91,0.00,0.00,0.00,0.00
  -  แอฟริกากลาง,15.66,20.37,20.37,23.66,140.35,30.11,30.11,16.15,0.00,0.00,0.00,0.00
  -  หมู่เกาะวาลลิสและฟุตูนา,23.13,27.28,27.28,23.66,-37.38,17.97,17.97,-13.28,0.00,0.00,0.00,0.00
  -  คีร์กิซสถาน,81.10,49.67,49.67,22.07,15.07,-38.75,-38.75,-55.57,0.00,0.00,0.00,0.00
  -  เซาโตเมและปรินซิเป,45.41,18.29,18.29,15.28,"1,730.69",-59.71,-59.71,-16.50,0.00,0.00,0.00,0.00
  -  มอลโดวา,20.80,14.71,14.71,10.68,18.61,-29.29,-29.29,-27.42,0.00,0.00,0.00,0.00
  -  หมู่เกาะเวอร์จิน(สหรัฐ),7.97,7.82,7.82,10.31,-88.58,-1.89,-1.89,31.80,0.00,0.00,0.00,0.00
  -  ยิบรอลตาร์,10.98,2.58,2.58,10.15,-1.52,-76.47,-76.47,292.91,0.00,0.00,0.00,0.00
  -  เกาะเซนต์มาร์ติน,4.91,8.00,8.00,9.60,556.71,62.94,62.94,20.05,0.00,0.00,0.00,0.00
  -  หมู่เกาะนอร์ฟอล์ก,4.74,0.95,0.95,7.39,,-79.96,-79.96,678.39,0.00,0.00,0.00,0.00
  -  นครวาติกัน,4.80,9.47,9.47,6.85,-28.36,97.37,97.37,-27.68,0.00,0.00,0.00,0.00
  -  หมู่เกาะเติร์กและไกโกส,1.92,8.06,8.06,5.62,-58.52,319.77,319.77,-30.23,0.00,0.00,0.00,0.00
  -  เอริเทรีย,428.82,225.22,225.22,5.44,74.40,-47.48,-47.48,-97.59,0.01,0.00,0.00,0.00
  -  เลโซโท,41.26,7.63,7.63,5.10,75.70,-81.51,-81.51,-33.14,0.00,0.00,0.00,0.00
  -  นาอูรู,5.51,4.61,4.61,4.92,29.05,-16.31,-16.31,6.78,0.00,0.00,0.00,0.00
  -  เซอร์เบีย & มอนเตเนโกร,110.60,145.98,145.98,4.33,-59.03,31.99,31.99,-97.03,0.00,0.00,0.00,0.00
  -  ยูเอส ไมเนอร์,5.07,0.03,0.03,4.08,301.67,-99.36,-99.36,"12,451.38",0.00,0.00,0.00,0.00
  -  ตูวาลู,7.73,5.77,5.77,4.07,94.94,-25.29,-25.29,-29.53,0.00,0.00,0.00,0.00
  -  แองกิลลา,0.14,1.14,1.14,3.75,-66.65,709.40,709.40,229.95,0.00,0.00,0.00,0.00
  -  GUERNSEY,0.15,2.62,2.62,3.51,-95.75,"1,667.32","1,667.32",33.99,0.00,0.00,0.00,0.00
  -  อันดอร์รา,6.27,6.40,6.40,3.43,22.18,2.06,2.06,-46.36,0.00,0.00,0.00,0.00
  -  เซนต์บาร์เธเลมี,3.29,1.82,1.82,3.25,93.44,-44.71,-44.71,78.83,0.00,0.00,0.00,0.00
  -  มอนต์เซอร์รัต,2.44,1.80,1.80,2.73,,-26.41,-26.41,51.83,0.00,0.00,0.00,0.00
  -  หมู่เกาะฟอล์กแลนด์ (มัลวีนัส),1.90,1.55,1.55,1.54,,-18.28,-18.28,-0.88,0.00,0.00,0.00,0.00
  -  ฟรานซ์เมโทรโปลิแตน,363.07,24.77,24.77,0.99,-4.52,-93.18,-93.18,-96.02,0.00,0.00,0.00,0.00
  -  เซ็นต์เฮน่า,1.07,0.74,0.74,0.78,-80.45,-30.45,-30.45,5.48,0.00,0.00,0.00,0.00
"  -  BONAIRE,SAINT EUSTATIUS AND SABA",0.55,0.74,0.74,0.58,157.02,33.56,33.56,-22.37,0.00,0.00,0.00,0.00
  -  กรีนแลนด์ (เดนมาร์ก),1.05,0.03,0.03,0.29,-21.22,-97.27,-97.27,910.14,0.00,0.00,0.00,0.00
  -  เฟรนซ์แปซิฟิก,1.95,0.90,0.90,0.23,-35.29,-54.09,-54.09,-73.81,0.00,0.00,0.00,0.00
  -  แซงปิแอร์และมีเกอลง,,0.22,0.22,0.20,,,,-7.70,,0.00,0.00,0.00
  -  JERSEY,1.48,0.01,0.01,0.19,-14.47,-99.61,-99.61,"3,231.58",0.00,0.00,0.00,0.00
  -  -,,,,0.12,,,,,,,,0.00
  -  ซานมารีโน,0.80,0.44,0.44,0.08,-2.73,-45.26,-45.26,-82.60,0.00,0.00,0.00,0.00
  -  ซาฮาร่าตะวันตก,0.42,0.39,0.39,0.01,-53.69,-7.14,-7.14,-97.98,0.00,0.00,0.00,0.00
  -  หมู่เกาะโคโคส,1.23,0.27,0.27,0.00,98.74,-78.03,-78.03,-98.56,0.00,0.00,0.00,0.00
รวม 5000 รายการ,"7,311,081.78","7,225,711.77","7,225,711.77","7,550,704.07",5.81,-1.17,-1.17,4.50,100.00,100.00,100.00,100.00
อื่น ๆ,7.21,11.03,11.03,0.00,-38.47,52.89,52.89,-100.00,0.00,0.00,0.00,0.00
รวมทั้งสิ้น,"7,311,089.00","7,225,722.80","7,225,722.80","7,550,704.07",5.81,-1.17,-1.17,4.50,100.00,100.00,100.00,100.00
  ที่มา : ศูนย์เทคโนโลยีสารสนเทศและการสื่อสาร สำนักงานปลัดกระทรวงพาณิชย์ โดยความร่วมมือจากกรมศุลกากร,,,,,,,,,,,,
