ตลาดส่งออก 5000 อันดับแรกของไทยรายสินค้า,,,,,,,,,,,,
ทุกสินค้า,,,,,,,,,,,,
,มูลค่า : ล้านบาท,,,,อัตราขยายตัว (%),,,,สัดส่วน (%),,,
  -  บุรุนดี,108.04,36.39,36.39,33.71,59.18,-66.31,-66.31,-7.38,0.00,0.00,0.00,0.00
  -  กินี-บิสเซา,155.98,103.84,103.84,29.63,-67.84,-33.43,-33.43,-71.47,0.00,0.00,0.00,0.00
  -  หมู่เกาะเคย์แมน,14.37,12.55,12.55,29.29,-66.30,-12.68,-12.68,133.41,0.00,0.00,0.00,0.00
  -  บอตสวานา,433.58,113.00,113.00,28.84,86.54,-73.94,-73.94,-74.48,0.01,0.00,0.00,0.00
  -  แอนติกัวและบาร์บูดา,31.13,20.82,20.82,27.61,-46.38,-33.13,-33.13,32.59,0.00,0.00,0.00,0.00
  -  หมู่เกาะโบเวท,,,,26.97,,,,,,,,0.00
  -  ปาลัว,18.42,14.53,14.53,24.53,-9.08,-21.11,-21.11,68.80,0.00,0.00,0.00,0.00
  -  อเมริกันซามัวร์,38.16,14.23,14.23,20.73,-91.64,-62.72,-62.72,45.70,0.00,0.00,0.00,0.00
  -  แอฟริกากลาง,6.02,16.34,16.34,18.36,-93.71,171.27,171.27,12.35,0.00,0.00,0.00,0.00
  -  หมู่เกาะวาลลิสและฟุตูนา,22.07,11.77,11.77,17.27,35.65,-46.68,-46.68,46.76,0.00,0.00,0.00,0.00
  -  เซนต์วินเซนต์,9.37,8.61,8.61,15.93,37.08,-8.16,-8.16,85.09,0.00,0.00,0.00,0.00
  -  นครวาติกัน,,3.31,3.31,14.35,,,,333.03,,0.00,0.00,0.00
  -  เซาโตเมและปรินซิเป,5.45,11.58,11.58,13.25,9.49,112.31,112.31,14.42,0.00,0.00,0.00,0.00
  -  มอลโดวา,12.63,31.39,31.39,13.03,-14.90,148.60,148.60,-58.50,0.00,0.00,0.00,0.00
  -  ตูวาลู,1.45,5.71,5.71,8.94,135.42,293.36,293.36,56.56,0.00,0.00,0.00,0.00
  -  อันดอร์รา,43.72,12.36,12.36,7.55,196.28,-71.72,-71.72,-38.89,0.00,0.00,0.00,0.00
  -  SOUTH SUDAN,,,,4.39,,,,,,,,0.00
  -  โตกีลู,0.46,11.09,11.09,3.43,-59.34,"2,307.69","2,307.69",-69.03,0.00,0.00,0.00,0.00
  -  ยิบรอลตาร์,4.58,3.63,3.63,3.41,3.95,-20.77,-20.77,-5.98,0.00,0.00,0.00,0.00
  -  ยูโกสลาเวีย,15.58,19.33,19.33,3.04,-15.88,24.07,24.07,-84.30,0.00,0.00,0.00,0.00
  -  มอนต์เซอร์รัต,0.11,,,3.01,-86.45,,,,0.00,,,0.00
  -  เลโซโท,4.13,4.15,4.15,2.57,-37.89,0.53,0.53,-38.07,0.00,0.00,0.00,0.00
  -  เฟรนซ์แปซิฟิก,2.20,4.47,4.47,2.30,150.21,103.19,103.19,-48.54,0.00,0.00,0.00,0.00
  -  หมู่เกาะเติร์กและไกโกส,0.08,1.25,1.25,2.06,-89.32,"1,524.81","1,524.81",64.77,0.00,0.00,0.00,0.00
  -  เซ็นต์เฮน่า,0.78,3.89,3.89,1.56,-78.03,401.60,401.60,-60.07,0.00,0.00,0.00,0.00
  -  นาอูรู,0.33,0.52,0.52,1.36,,57.77,57.77,163.05,0.00,0.00,0.00,0.00
  -  ปาเลสไตน์,,,,1.29,,,,,,,,0.00
  -  กรีนแลนด์ (เดนมาร์ก),2.17,4.29,4.29,0.81,10.81,97.38,97.38,-81.22,0.00,0.00,0.00,0.00
  -  -,,,,0.60,,,,,,,,0.00
  -  หมู่เกาะแฟโร (เดนมาร์ก),,0.00,0.00,0.53,,,,"13,876.32",,0.00,0.00,0.00
  -  ซานมารีโน,1.37,0.57,0.57,0.52,-5.80,-58.67,-58.67,-8.92,0.00,0.00,0.00,0.00
  -  นีอูเอ,,0.22,0.22,0.37,,,,66.53,,0.00,0.00,0.00
  -  หมู่เกาะโคโคส,,,,0.05,,,,,,,,0.00
  -  แองกิลลา,,0.03,0.03,0.04,,,,9.51,,0.00,0.00,0.00
  -  แซงปิแอร์และมีเกอลง,,,,0.03,,,,,,,,0.00
  -  บริติชอินเดียนโอเชียน,0.24,,,0.02,-93.26,,,,0.00,,,0.00
  -  หมู่เกาะนอร์ฟอล์ก,4.50,,,0.00,"1,390.37",,,,0.00,,,0.00
รวม 5000 รายการ,"6,113,319.52","6,703,864.26","6,703,864.26","7,077,762.15",17.69,9.66,9.66,5.58,100.00,99.94,99.94,100.00
อื่น ๆ,16.00,"4,125.20","4,125.20",0.00,-80.18,"25,683.61","25,683.61",-100.00,0.00,0.06,0.06,0.00
รวมทั้งสิ้น,"6,113,335.52","6,707,989.46","6,707,989.46","7,077,762.15",17.69,9.73,9.73,5.51,100.00,100.00,100.00,100.00
  ที่มา : ศูนย์เทคโนโลยีสารสนเทศและการสื่อสาร สำนักงานปลัดกระทรวงพาณิชย์ โดยความร่วมมือจากกรมศุลกากร,,,,,,,,,,,,
