ตลาดส่งออก 5000 อันดับแรกของไทยรายสินค้า,,,,,,,,,,,,
ทุกสินค้า,,,,,,,,,,,,
,มูลค่า : ล้านบาท,,,,อัตราขยายตัว (%),,,,สัดส่วน (%),,,
  -  บุรุนดี,42.02,44.44,44.44,45.86,56.51,5.77,5.77,3.19,0.00,0.00,0.00,0.00
  -  คีร์กิซสถาน,31.00,45.97,45.97,45.09,40.47,48.29,48.29,-1.92,0.00,0.00,0.00,0.00
  -  เบลิซ,31.57,64.33,64.33,42.88,-58.38,103.75,103.75,-33.35,0.00,0.00,0.00,0.00
  -  อเมริกันซามัวร์,24.16,30.41,30.41,42.35,-90.14,25.90,25.90,39.25,0.00,0.00,0.00,0.00
  -  เกาะเซนต์มาร์ติน,49.97,23.21,23.21,40.89,420.65,-53.55,-53.55,76.13,0.00,0.00,0.00,0.00
  -  กินี-บิสเซา,33.48,19.84,19.84,35.52,36.13,-40.75,-40.75,79.05,0.00,0.00,0.00,0.00
  -  ทาจิกิสถาน,77.51,26.69,26.69,35.36,192.21,-65.57,-65.57,32.51,0.00,0.00,0.00,0.00
  -  แอฟริกากลาง,41.82,19.69,19.69,32.70,76.74,-52.92,-52.92,66.06,0.00,0.00,0.00,0.00
  -  เลโซโท,14.59,14.29,14.29,30.68,186.03,-2.08,-2.08,114.78,0.00,0.00,0.00,0.00
  -  ปาลัว,24.39,26.44,26.44,29.20,-4.34,8.39,8.39,10.46,0.00,0.00,0.00,0.00
  -  หมู่เกาะเวอร์จิน (อังกฤษ),49.01,93.69,93.69,26.60,-25.11,91.16,91.16,-71.61,0.00,0.00,0.00,0.00
  -  เซนต์วินเซนต์,21.70,29.82,29.82,26.11,-36.52,37.43,37.43,-12.44,0.00,0.00,0.00,0.00
  -  นาอูรู,2.85,9.49,9.49,25.47,-42.15,233.34,233.34,168.35,0.00,0.00,0.00,0.00
  -  มอลโดวา,8.74,20.97,20.97,24.94,-18.15,139.95,139.95,18.96,0.00,0.00,0.00,0.00
  -  GUERNSEY,1.90,4.91,4.91,21.07,-45.94,158.92,158.92,329.16,0.00,0.00,0.00,0.00
  -  ชาด,78.78,134.71,134.71,19.31,149.34,70.99,70.99,-85.67,0.00,0.00,0.00,0.00
  -  เซาโตเมและปรินซิเป,11.94,9.15,9.15,19.23,-21.85,-23.40,-23.40,110.24,0.00,0.00,0.00,0.00
  -  หมู่เกาะวาลลิสและฟุตูนา,24.95,25.84,25.84,15.78,5.43,3.61,3.61,-38.96,0.00,0.00,0.00,0.00
  -  SAINT MARTIN (FRENCH PART),14.54,49.20,49.20,13.63,-42.43,238.48,238.48,-72.30,0.00,0.00,0.00,0.00
  -  ยิบรอลตาร์,9.96,34.94,34.94,10.49,-1.86,250.62,250.62,-69.98,0.00,0.00,0.00,0.00
  -  อันดอร์รา,3.26,13.06,13.06,10.40,-4.89,299.90,299.90,-20.33,0.00,0.00,0.00,0.00
  -  หมู่เกาะโบเวท,,,,5.13,,,,,,,,0.00
  -  เกาหลีเหนือ,57.36,15.97,15.97,4.89,-93.80,-72.15,-72.15,-69.37,0.00,0.00,0.00,0.00
  -  ตูวาลู,1.50,1.50,1.50,3.81,-63.03,-0.39,-0.39,154.33,0.00,0.00,0.00,0.00
  -  ISLE OF MAN,,0.07,0.07,3.63,,,,"4,822.22",,0.00,0.00,0.00
  -  มอนต์เซอร์รัต,3.48,9.62,9.62,3.37,27.34,176.70,176.70,-64.99,0.00,0.00,0.00,0.00
  -  เซนต์บาร์เธเลมี,2.93,13.07,13.07,3.25,-9.97,346.58,346.58,-75.16,0.00,0.00,0.00,0.00
  -  นอกเขตต่อเนื่องราชอาณาจักร,"2,684.08","3,872.92","3,872.92",2.72,87.34,44.29,44.29,-99.93,0.03,0.05,0.05,0.00
"  -  BONAIRE,SAINT EUSTATIUS AND SABA",1.81,0.82,0.82,2.65,215.40,-54.81,-54.81,223.45,0.00,0.00,0.00,0.00
  -  หมู่เกาะโอลันด์,1.72,2.52,2.52,1.83,,47.00,47.00,-27.30,0.00,0.00,0.00,0.00
  -  กรีนแลนด์ (เดนมาร์ก),0.09,0.22,0.22,1.65,-68.40,141.73,141.73,646.08,0.00,0.00,0.00,0.00
  -  หมู่เกาะฟอล์กแลนด์ (มัลวีนัส),3.71,1.22,1.22,1.63,141.75,-67.22,-67.22,34.26,0.00,0.00,0.00,0.00
  -  ซาฮาร่าตะวันตก,,,,1.60,,,,,,,,0.00
  -  JERSEY,0.00,0.23,0.23,1.19,-99.79,"58,500.00","58,500.00",408.70,0.00,0.00,0.00,0.00
  -  แองกิลลา,0.71,17.73,17.73,1.12,-80.94,"2,381.76","2,381.76",-93.71,0.00,0.00,0.00,0.00
  -  นครวาติกัน,7.93,5.76,5.76,1.07,15.77,-27.43,-27.43,-81.39,0.00,0.00,0.00,0.00
  -  โตกีลู,,1.19,1.19,0.75,,,,-37.11,,0.00,0.00,0.00
  -  เซ็นต์เฮน่า,,0.11,0.11,0.49,,,,358.16,,0.00,0.00,0.00
  -  ซานมารีโน,0.01,1.85,1.85,0.44,-82.18,"13,512.50","13,512.50",-76.29,0.00,0.00,0.00,0.00
  -  บริติชอินเดียนโอเชียน,12.07,0.91,0.91,0.21,,-92.46,-92.46,-77.38,0.00,0.00,0.00,0.00
  -  หมู่เกาะโคโคส,2.73,0.24,0.24,0.14,"69,907.69",-91.24,-91.24,-41.95,0.00,0.00,0.00,0.00
  -  ยูเอส ไมเนอร์,0.01,1.64,1.64,0.07,-99.69,"12,809.45","12,809.45",-95.91,0.00,0.00,0.00,0.00
  -  แซงปิแอร์และมีเกอลง,0.12,,,0.04,-38.81,,,,0.00,,,0.00
  -  หมู่เกาะคริสต์มาส,0.10,0.06,0.06,0.04,,-40.89,-40.89,-38.00,0.00,0.00,0.00,0.00
  -  หมู่เกาะนอร์ฟอล์ก,,0.05,0.05,0.01,,,,-71.99,,0.00,0.00,0.00
  -  -,0.25,0.09,0.09,0.01,115.42,-63.07,-63.07,-90.36,0.00,0.00,0.00,0.00
  -  หมู่เกาะเฮิร์ทและแมคโดแนล,,0.56,0.56,0.00,,,,-99.78,,0.00,0.00,0.00
รวม 5000 รายการ,"8,006,261.81","8,108,298.57","8,108,298.57","7,628,400.39",6.05,1.27,1.27,-5.92,100.00,100.00,100.00,100.00
อื่น ๆ,3.37,1.20,1.20,0.00,-99.75,-64.48,-64.48,-100.06,0.00,0.00,0.00,0.00
รวมทั้งสิ้น,"8,006,265.18","8,108,299.77","8,108,299.77","7,628,400.39",6.03,1.27,1.27,-5.92,100.00,100.00,100.00,100.00
  ที่มา : ศูนย์เทคโนโลยีสารสนเทศและการสื่อสาร สำนักงานปลัดกระทรวงพาณิชย์ โดยความร่วมมือจากกรมศุลกากร,,,,,,,,,,,,
