ตลาดส่งออก 5000 อันดับแรกของไทยรายสินค้า,,,,,,,,,,,,
ทุกสินค้า,,,,,,,,,,,,
,มูลค่า : ล้านบาท,,,,อัตราขยายตัว (%),,,,สัดส่วน (%),,,
  -  อาร์เมเนีย,154.29,814.95,814.95,50.05,-53.13,428.20,428.20,-93.86,0.00,0.01,0.01,0.00
  -  หมู่เกาะมาร์แชล,32.87,45.38,45.38,50.01,-11.22,38.08,38.08,10.20,0.00,0.00,0.00,0.00
  -  คีร์กิซสถาน,70.48,81.10,81.10,49.67,63.69,15.07,15.07,-38.75,0.00,0.00,0.00,0.00
  -  บอตสวานา,133.58,25.95,25.95,39.93,363.21,-80.57,-80.57,53.87,0.00,0.00,0.00,0.00
  -  ทาจิกิสถาน,57.67,69.31,69.31,32.56,21.77,20.18,20.18,-53.02,0.00,0.00,0.00,0.00
  -  เฟรนช์เกียนา,49.69,42.17,42.17,31.63,-13.62,-15.13,-15.13,-25.00,0.00,0.00,0.00,0.00
  -  เกาะมาเรียนาเหนือ,36.26,27.52,27.52,28.32,-23.65,-24.11,-24.11,2.92,0.00,0.00,0.00,0.00
  -  ปาลัว,24.79,18.94,18.94,27.58,1.08,-23.60,-23.60,45.62,0.00,0.00,0.00,0.00
  -  หมู่เกาะวาลลิสและฟุตูนา,36.93,23.13,23.13,27.28,113.82,-37.38,-37.38,17.97,0.00,0.00,0.00,0.00
  -  ฟรานซ์เมโทรโปลิแตน,380.25,363.07,363.07,24.77,8.46,-4.52,-4.52,-93.18,0.01,0.00,0.00,0.00
  -  เซนต์วินเซนต์,11.27,29.62,29.62,22.78,-29.24,162.75,162.75,-23.08,0.00,0.00,0.00,0.00
  -  ปาเลสไตน์,62.20,172.07,172.07,21.63,"4,705.12",176.63,176.63,-87.43,0.00,0.00,0.00,0.00
  -  แอฟริกากลาง,6.51,15.66,15.66,20.37,-64.51,140.35,140.35,30.11,0.00,0.00,0.00,0.00
  -  บุรุนดี,26.95,30.66,30.66,19.02,-20.06,13.80,13.80,-37.99,0.00,0.00,0.00,0.00
  -  เซาโตเมและปรินซิเป,2.48,45.41,45.41,18.29,-81.27,"1,730.69","1,730.69",-59.71,0.00,0.00,0.00,0.00
  -  มอลโดวา,17.54,20.80,20.80,14.71,34.63,18.61,18.61,-29.29,0.00,0.00,0.00,0.00
  -  นครวาติกัน,6.70,4.80,4.80,9.47,-53.31,-28.36,-28.36,97.37,0.00,0.00,0.00,0.00
  -  SAINT MARTIN (FRENCH PART),7.05,13.91,13.91,8.73,,97.25,97.25,-37.28,0.00,0.00,0.00,0.00
  -  หมู่เกาะเติร์กและไกโกส,4.63,1.92,1.92,8.06,124.59,-58.52,-58.52,319.77,0.00,0.00,0.00,0.00
  -  เกาะเซนต์มาร์ติน,0.75,4.91,4.91,8.00,,556.71,556.71,62.94,0.00,0.00,0.00,0.00
  -  หมู่เกาะเวอร์จิน(สหรัฐ),69.81,7.97,7.97,7.82,84.17,-88.58,-88.58,-1.89,0.00,0.00,0.00,0.00
  -  เลโซโท,23.48,41.26,41.26,7.63,812.95,75.70,75.70,-81.51,0.00,0.00,0.00,0.00
  -  โตกีลู,0.04,3.13,3.13,6.69,-98.90,"8,147.76","8,147.76",113.97,0.00,0.00,0.00,0.00
  -  อันดอร์รา,5.13,6.27,6.27,6.40,-32.06,22.18,22.18,2.06,0.00,0.00,0.00,0.00
  -  ตูวาลู,3.97,7.73,7.73,5.77,-55.63,94.94,94.94,-25.29,0.00,0.00,0.00,0.00
  -  นาอูรู,4.27,5.51,5.51,4.61,213.50,29.05,29.05,-16.31,0.00,0.00,0.00,0.00
  -  GUERNSEY,3.48,0.15,0.15,2.62,,-95.75,-95.75,"1,667.32",0.00,0.00,0.00,0.00
  -  ยิบรอลตาร์,11.15,10.98,10.98,2.58,227.03,-1.52,-1.52,-76.47,0.00,0.00,0.00,0.00
  -  ISLE OF MAN,8.73,0.03,0.03,2.25,,-99.71,-99.71,"8,813.49",0.00,0.00,0.00,0.00
  -  หมู่เกาะคริสต์มาส,,0.73,0.73,1.92,,,,164.05,,0.00,0.00,0.00
  -  เซนต์บาร์เธเลมี,1.70,3.29,3.29,1.82,,93.44,93.44,-44.71,0.00,0.00,0.00,0.00
  -  มอนต์เซอร์รัต,,2.44,2.44,1.80,,,,-26.41,,0.00,0.00,0.00
  -  หมู่เกาะฟอล์กแลนด์ (มัลวีนัส),,1.90,1.90,1.55,,,,-18.28,,0.00,0.00,0.00
  -  แองกิลลา,0.42,0.14,0.14,1.14,"1,007.89",-66.65,-66.65,709.40,0.00,0.00,0.00,0.00
  -  หมู่เกาะนอร์ฟอล์ก,,4.74,4.74,0.95,,,,-79.96,,0.00,0.00,0.00
  -  เฟรนซ์แปซิฟิก,3.02,1.95,1.95,0.90,31.09,-35.29,-35.29,-54.09,0.00,0.00,0.00,0.00
  -  เซ็นต์เฮน่า,5.47,1.07,1.07,0.74,251.43,-80.45,-80.45,-30.45,0.00,0.00,0.00,0.00
"  -  BONAIRE,SAINT EUSTATIUS AND SABA",0.22,0.55,0.55,0.74,,157.02,157.02,33.56,0.00,0.00,0.00,0.00
  -  หมู่เกาะแฟโร (เดนมาร์ก),0.12,0.41,0.41,0.65,-76.71,228.54,228.54,60.43,0.00,0.00,0.00,0.00
  -  ซานมารีโน,0.82,0.80,0.80,0.44,59.71,-2.73,-2.73,-45.26,0.00,0.00,0.00,0.00
  -  ซาฮาร่าตะวันตก,0.91,0.42,0.42,0.39,,-53.69,-53.69,-7.14,0.00,0.00,0.00,0.00
  -  หมู่เกาะโคโคส,0.62,1.23,1.23,0.27,"1,059.63",98.74,98.74,-78.03,0.00,0.00,0.00,0.00
  -  แซงปิแอร์และมีเกอลง,,,,0.22,,,,,,,,0.00
  -  ยูโกสลาเวีย,1.66,2.08,2.08,0.10,-45.24,25.13,25.13,-95.36,0.00,0.00,0.00,0.00
  -  บริติชอินเดียนโอเชียน,,0.67,0.67,0.07,,,,-88.90,,0.00,0.00,0.00
  -  ยูเอส ไมเนอร์,1.26,5.07,5.07,0.03,-99.50,301.67,301.67,-99.36,0.00,0.00,0.00,0.00
  -  กรีนแลนด์ (เดนมาร์ก),1.33,1.05,1.05,0.03,64.88,-21.22,-21.22,-97.27,0.00,0.00,0.00,0.00
  -  JERSEY,1.73,1.48,1.48,0.01,,-14.47,-14.47,-99.61,0.00,0.00,0.00,0.00
รวม 5000 รายการ,"6,909,541.75","7,311,088.41","7,311,088.41","7,225,722.80",-2.38,5.81,5.81,-1.17,100.00,100.00,100.00,100.00
อื่น ๆ,2.16,0.58,0.58,0.00,-92.29,-72.98,-72.98,-100.00,0.00,0.00,0.00,0.00
รวมทั้งสิ้น,"6,909,543.90","7,311,089.00","7,311,089.00","7,225,722.80",-2.38,5.81,5.81,-1.17,100.00,100.00,100.00,100.00
  ที่มา : ศูนย์เทคโนโลยีสารสนเทศและการสื่อสาร สำนักงานปลัดกระทรวงพาณิชย์ โดยความร่วมมือจากกรมศุลกากร,,,,,,,,,,,,
